"","Airport.Name","Flight.Status","Count"
"63","Bali Airport","Cancelled",9
"64","Bangassou Airport","Cancelled",9
"65","Baudette International Airport","Cancelled",9
"66","Beijing Daxing International Airport","Cancelled",9
"67","Bimini North Seaplane Base","Cancelled",9
"68","Bismarck Municipal Airport","Cancelled",9
"69","Bol Airport","Cancelled",9
"70","Boolgeeda","Cancelled",9
"71","Cangapara Airport","Cancelled",9
"72","Churchill Airport","Cancelled",9
"73","Cochrane Airport","Cancelled",9
"74","Da Nang International Airport","Cancelled",9
"75","Dillon County Airport","Cancelled",9
"76","Diomício Freitas Airport","Cancelled",9
"77","Drake Field","Cancelled",9
"78","Dunk Island Airport","Cancelled",9
"79","Edward F Knapp State Airport","Cancelled",9
"80","Foula Airfield","Cancelled",9
"81","Francisco de Assis Airport","Cancelled",9
"82","General Enrique Mosconi Airport","Cancelled",9
"83","Great Falls International Airport","Cancelled",9
"84","Hamburg Airport","Cancelled",9
"85","Hanchey Army (Fort Rucker) Heliport","Cancelled",9
"86","Helmuth Baungarten Airport","Cancelled",9
"87","Ingjaldssanður Airport","Cancelled",9
"88","Juan Mendoza Airport","Cancelled",9
"89","Kelsey Airport","Cancelled",9
"90","Kings Creek Airport","Cancelled",9
"91","Kuria Airport","Cancelled",9
"92","L.F. Wade International International Airport","Cancelled",9
"93","La Florida Airport","Cancelled",9
"94","La Grande Rivière Airport","Cancelled",9
"95","Lipetsk Airport","Cancelled",9
"96","Long Sukang Airport","Cancelled",9
"97","Lumbala Airport","Cancelled",9
"98","Magdeburg ""City"" Airport","Cancelled",9
"99","Marion County Rankin Fite Airport","Cancelled",9
"100","Marla Airport","Cancelled",9
"101","Melbourne International Airport","Cancelled",9
"102","Mendeleyevo Airport","Cancelled",9
"103","Monte Alegre Airport","Cancelled",9
"104","Morehead Airport","Cancelled",9
"105","Moro Airport","Cancelled",9
"106","Naha Airport","Cancelled",9
"107","Nizhnevartovsk Airport","Cancelled",9
"108","Nowata Airport","Cancelled",9
"109","Petropavlosk South Airport","Cancelled",9
"110","Poprad-Tatry Airport","Cancelled",9
"111","Prince Rupert Airport","Cancelled",9
"112","Proserpine Whitsunday Coast Airport","Cancelled",9
"113","Puerto Jimenez Airport","Cancelled",9
"114","Red Sucker Lake Airport","Cancelled",9
"115","Richard I Bong Airport","Cancelled",9
"116","Rivière-du-Loup Airport","Cancelled",9
"117","Robert (Bob) Curtis Memorial Airport","Cancelled",9
"118","Rocky Mountain House Airport","Cancelled",9
"119","Rose Bay Seaplane Base","Cancelled",9
"120","Sampit(Hasan) Airport","Cancelled",9
"121","Simmons Army Air Field","Cancelled",9
"122","Sissano Airport","Cancelled",9
"123","Smith Field","Cancelled",9
"124","Soesterberg Air Base","Cancelled",9
"125","Tekadu Airport","Cancelled",9
"126","Tenente Lund Pressoto Airport","Cancelled",9
"127","Tinker Air Force Base","Cancelled",9
"128","Tiree Airport","Cancelled",9
"129","Tromsø Airport","Cancelled",9
"130","Turin Airport","Cancelled",9
"131","Val-d'Or Airport","Cancelled",9
"132","Villa Garzón Airport","Cancelled",9
"133","Vinh Airport","Cancelled",9
"134","Warangal Airport","Cancelled",9
"135","Yalgoo Airport","Cancelled",9
"136","Yegepa Airport","Cancelled",9
"137","Zhoushuizi Airport","Cancelled",9
"138","Çanakkale Airport","Cancelled",9
"139","Aberdeen Regional Airport","Cancelled",8
"140","Abha Regional Airport","Cancelled",8
"141","Achutupo Airport","Cancelled",8
"142","Adirondack Regional Airport","Cancelled",8
"143","Ailuk Airport","Cancelled",8
"144","Ain el Beida Airport","Cancelled",8
"145","Alert Bay Airport","Cancelled",8
"146","Altai Airport","Cancelled",8
"147","Anaco Airport","Cancelled",8
"148","Aosta Airport","Cancelled",8
"149","Ar Horqin Airport","Cancelled",8
"150","Bar River Airport","Cancelled",8
"151","Barakoma Airport","Cancelled",8
"152","Beauregard Regional Airport","Cancelled",8
"153","Beaver Creek Airport","Cancelled",8
"154","Belaya Gora Airport","Cancelled",8
"155","Ben Bruce Memorial Airpark","Cancelled",8
"156","Bishop International Airport","Cancelled",8
"157","Black Hills Airport-Clyde Ice Field","Cancelled",8
"158","Bowerman Airport","Cancelled",8
"159","Buckley Air Force Base","Cancelled",8
"160","Bulimba Airport","Cancelled",8
"161","Burketown Airport","Cancelled",8
"162","Butler Co Regional Airport - Hogan Field","Cancelled",8
"163","Caicara del Orinoco Airport","Cancelled",8
"164","Campbell AAF (Fort Campbell) Air Field","Cancelled",8
"165","Canaima Airport","Cancelled",8
"166","Cape Dorset Airport","Cancelled",8
"167","Carutapera Airport","Cancelled",8
"168","Castlebar Airport","Cancelled",8
"169","Chennault International Airport","Cancelled",8
"170","Cherry Capital Airport","Cancelled",8
"171","Chinde Airport","Cancelled",8
"172","Chub Cay Airport","Cancelled",8
"173","Cibao International Airport","Cancelled",8
"174","Cloncurry Airport","Cancelled",8
"175","Cold Bay Airport","Cancelled",8
"176","Confresa Airport","Cancelled",8
"177","Constanza - Expedición 14 de Junio National Airport","Cancelled",8
"178","Crane Island Airstrip","Cancelled",8
"179","Cruzeiro do Sul Airport","Cancelled",8
"180","Daup Airport","Cancelled",8
"181","Del Bajío International Airport","Cancelled",8
"182","Dibrugarh Airport","Cancelled",8
"183","Djibouti-Ambouli Airport","Cancelled",8
"184","Dorobisoro Airport","Cancelled",8
"185","Downtown Airpark","Cancelled",8
"186","Dschang Airport","Cancelled",8
"187","El Dorado Airport","Cancelled",8
"188","El Naranjo Airport","Cancelled",8
"189","El Obeid Airport","Cancelled",8
"190","Elko Regional Airport","Cancelled",8
"191","En Nahud Airport","Cancelled",8
"192","Erave Airport","Cancelled",8
"193","Fair Isle Airport","Cancelled",8
"194","Fairbury Municipal Airport","Cancelled",8
"195","Farafangana Airport","Cancelled",8
"196","Felker Army Air Field","Cancelled",8
"197","Floyd Bennett Memorial Airport","Cancelled",8
"198","Foothills Regional Airport","Cancelled",8
"199","Fort Frances Municipal Airport","Cancelled",8
"200","Fort Lauderdale Hollywood International Airport","Cancelled",8
"201","Fredericton Airport","Cancelled",8
"202","Gamboa Airport","Cancelled",8
"203","Garissa Airport","Cancelled",8
"204","Gayndah Airport","Cancelled",8
"205","Gillam Airport","Cancelled",8
"206","Griffiss International Airport","Cancelled",8
"207","Guarapari Airport","Cancelled",8
"208","Hartsville Regional Airport","Cancelled",8
"209","Heho Airport","Cancelled",8
"210","Hof-Plauen Airport","Cancelled",8
"211","Horn Island Airport","Cancelled",8
"212","Huatugou Airport","Cancelled",8
"213","Idre Airport","Cancelled",8
"214","Ijuí Airport","Cancelled",8
"215","Imphal Airport","Cancelled",8
"216","Jodhpur Airport","Cancelled",8
"217","Joplin Regional Airport","Cancelled",8
"218","Kankan Airport","Cancelled",8
"219","Kansai International Airport","Cancelled",8
"220","Kipnuk Airport","Cancelled",8
"221","Kooddoo Airport","Cancelled",8
"222","Koumala Airport","Cancelled",8
"223","Kurumoch International Airport","Cancelled",8
"224","Kushiro Airport","Cancelled",8
"225","Lamezia Terme Airport","Cancelled",8
"226","Las Flores Airport","Cancelled",8
"227","Leme Airport","Cancelled",8
"228","Lennart Meri Tallinn Airport","Cancelled",8
"229","Lesobeng Airport","Cancelled",8
"230","Liangping Airport","Cancelled",8
"231","Lima Allen County Airport","Cancelled",8
"232","Lisala Airport","Cancelled",8
"233","Loakan Airport","Cancelled",8
"234","Lomé-Tokoin Airport","Cancelled",8
"235","Long Apung Airport","Cancelled",8
"236","Lorient South Brittany (Bretagne Sud) Airport","Cancelled",8
"237","Lutselk'e Airport","Cancelled",8
"238","Lyall Harbour Seaplane Base","Cancelled",8
"239","Mabaruma Airport","Cancelled",8
"240","Mafeteng Airport","Cancelled",8
"241","Maliana Airport","Cancelled",8
"242","Mangshi Airport","Cancelled",8
"243","Manono Airport","Cancelled",8
"244","Mansa Airport","Cancelled",8
"245","Mason City Municipal Airport","Cancelled",8
"246","Mendi Airport","Cancelled",8
"247","Miramichi Airport","Cancelled",8
"248","Miskolc Airport","Cancelled",8
"249","Montelibano Airport","Cancelled",8
"250","Montenegro Airport","Cancelled",8
"251","Morichal Airport","Cancelled",8
"252","Mouilla Ville Airport","Cancelled",8
"253","Mount Gunson Airport","Cancelled",8
"254","Mount Pleasant Airport","Cancelled",8
"255","Mtwara Airport","Cancelled",8
"256","Mudgee Airport","Cancelled",8
"257","Nadunumu Airport","Cancelled",8
"258","Napa County Airport","Cancelled",8
"259","Oesman Sadik Airport, Labuha","Cancelled",8
"260","Oswaldo Guevara Mujica Airport","Cancelled",8
"261","Pangborn Memorial Airport","Cancelled",8
"262","Pastos Bons Airport","Cancelled",8
"263","Persian Gulf International Airport","Cancelled",8
"264","Ponta Porã Airport","Cancelled",8
"265","Porto Nacional Airport","Cancelled",8
"266","Porto dos Gaúchos Airport","Cancelled",8
"267","Presidente José Sarney Airport","Cancelled",8
"268","Propriá Airport","Cancelled",8
"269","Puerto Cabezas Airport","Cancelled",8
"270","Qaanaaq Airport","Cancelled",8
"271","RAF Wyton","Cancelled",8
"272","Rabat-Salé Airport","Cancelled",8
"273","Ralph C Weiser Field","Cancelled",8
"274","Red Lake Airport","Cancelled",8
"275","Redcliffe Airport","Cancelled",8
"276","Rodelillo Airport","Cancelled",8
"277","Rokot Airport","Cancelled",8
"278","Romeu Zema Airport","Cancelled",8
"279","Saenz Peña Airport","Cancelled",8
"280","Saga Airport","Cancelled",8
"281","Salgado Filho Airport","Cancelled",8
"282","Salina Cruz Naval Air Station","Cancelled",8
"283","San Luis Valley Regional Bergman Field","Cancelled",8
"284","Santa Cruz Sky Park","Cancelled",8
"285","Santa Terezinha Airport","Cancelled",8
"286","Sarasota Bradenton International Airport","Cancelled",8
"287","Selfridge Air National Guard Base Airport","Cancelled",8
"288","Shah Mokhdum Airport","Cancelled",8
"289","Sherman Army Air Field","Cancelled",8
"290","Shimojishima Airport","Cancelled",8
"291","Sibi Airport","Cancelled",8
"292","Sierra Blanca Regional Airport","Cancelled",8
"293","Sindal Airport","Cancelled",8
"294","Sir Abubakar Tafawa Balewa International Airport","Cancelled",8
"295","Solomon Airport","Cancelled",8
"296","Southern Seaplane Airport","Cancelled",8
"297","Spokane International Airport","Cancelled",8
"298","Sudbury Airport","Cancelled",8
"299","Tanjung Manis Airport","Cancelled",8
"300","Tarin Kowt Airport","Cancelled",8
"301","Tarko-Sale Airport","Cancelled",8
"302","Taskul Airport","Cancelled",8
"303","Tau Airport","Cancelled",8
"304","Termez Airport","Cancelled",8
"305","Toowoomba Wellcamp Airport","Cancelled",8
"306","Treasure Cay Airport","Cancelled",8
"307","Tselserleg Airport","Cancelled",8
"308","Undara Airport","Cancelled",8
"309","Vienna International Airport","Cancelled",8
"310","Wabush Airport","Cancelled",8
"311","Wales Airport","Cancelled",8
"312","Wangaratta Airport","Cancelled",8
"313","Wayne County Airport","Cancelled",8
"314","White Mountain Airport","Cancelled",8
"315","Winisk Airport","Cancelled",8
"316","Witham Field","Cancelled",8
"317","Witu Airport","Cancelled",8
"318","Yaoqiang Airport","Cancelled",8
"319","Zaranj Airport","Cancelled",8
"320","Zhijiang Airport","Cancelled",8
"321","Agropecuária Castanhais Airport","Cancelled",7
"322","Alberto Delgado Airport","Cancelled",7
"323","Ambler Airport","Cancelled",7
"324","Andriamena Airport","Cancelled",7
"325","Anthony Municipal Airport","Cancelled",7
"326","Apple Valley Airport","Cancelled",7
"327","Arapongas Airport","Cancelled",7
"328","Arly Airport","Cancelled",7
"329","Arorae Island Airport","Cancelled",7
"330","Arrabury Airport","Cancelled",7
"331","Arrachart Airport","Cancelled",7
"332","Artigas International Airport","Cancelled",7
"333","Arviat Airport","Cancelled",7
"334","Avignon-Caumont Airport","Cancelled",7
"335","Baie-Johan-Beetz Water Aerodrome","Cancelled",7
"336","Balsas Airport","Cancelled",7
"337","Bandırma Airport","Cancelled",7
"338","Bareilly Air Force Station","Cancelled",7
"339","Barinas Airport","Cancelled",7
"340","Barisal Airport","Cancelled",7
"341","Bemidji Regional Airport","Cancelled",7
"342","Ben Slimane Airport","Cancelled",7
"343","Benbecula Airport","Cancelled",7
"344","Berbérati Airport","Cancelled",7
"345","Berlin-Tempelhof International Airport","Cancelled",7
"346","Bialla Airport","Cancelled",7
"347","Bildudalur Airport","Cancelled",7
"348","Bimin Airport","Cancelled",7
"349","Booue Airport","Cancelled",7
"350","Bordeaux-Mérignac Airport","Cancelled",7
"351","Borgarfjörður eystri Airport","Cancelled",7
"352","Boswell Bay Airport","Cancelled",7
"353","Bouaké Airport","Cancelled",7
"354","Braunschweig-Wolfsburg Airport","Cancelled",7
"355","Brawley Municipal Airport","Cancelled",7
"356","Bremen Airport","Cancelled",7
"357","Bromont (Roland Desourdy) Airport","Cancelled",7
"358","Brussels South Charleroi Airport","Cancelled",7
"359","Bryce Canyon Airport","Cancelled",7
"360","Burke Lakefront Airport","Cancelled",7
"361","Cabo F.A.A. H. R. Bordón Airport","Cancelled",7
"362","Cakung Airport","Cancelled",7
"363","Calbayog Airport","Cancelled",7
"364","Camilo Ponce Enriquez Airport","Cancelled",7
"365","Canefield Airport","Cancelled",7
"366","Capitan Fuentes Martinez Airport Airport","Cancelled",7
"367","Capitan Montes Airport","Cancelled",7
"368","Capitan Oriel Lea Plaza Airport","Cancelled",7
"369","Captain Auguste George Airport","Cancelled",7
"370","Cartwright Airport","Cancelled",7
"371","Cataratas Del Iguazú International Airport","Cancelled",7
"372","Centerville Municipal Airport","Cancelled",7
"373","Chitina Airport","Cancelled",7
"374","Christmas Creek Station Airport","Cancelled",7
"375","Clayton J Lloyd International Airport","Cancelled",7
"376","Clayton Municipal Airpark","Cancelled",7
"377","Clermont Airport","Cancelled",7
"378","Clinton Creek Airport","Cancelled",7
"379","Coban Airport","Cancelled",7
"380","Colatina Airport","Cancelled",7
"381","Cooinda Airport","Cancelled",7
"382","Cox's Bazar Airport","Cancelled",7
"383","Cravo Norte Airport","Cancelled",7
"384","Cuatro Vientos Airport","Cancelled",7
"385","Curuzu Cuatia Airport","Cancelled",7
"386","Cutral-Co Airport","Cancelled",7
"387","Cà Mau Airport","Cancelled",7
"388","Dabo Airport","Cancelled",7
"389","Dallas Love Field","Cancelled",7
"390","Dawei Airport","Cancelled",7
"391","Daytona Beach International Airport","Cancelled",7
"392","Debrecen International Airport","Cancelled",7
"393","Decatur HI-Way Airfield","Cancelled",7
"394","Deer Lake Airport","Cancelled",7
"395","Delta Junction Airport","Cancelled",7
"396","Desierto de Atacama Airport","Cancelled",7
"397","Dominique Edward Osok Airport","Cancelled",7
"398","Dortmund Airport","Cancelled",7
"399","EMBRAER - Unidade Gavião Peixoto Airport","Cancelled",7
"400","Easton State Airport","Cancelled",7
"401","Edmonton International Airport","Cancelled",7
"402","El Encanto Airport","Cancelled",7
"403","El Mirador Airport","Cancelled",7
"404","Erdenet Airport","Cancelled",7
"405","Es Senia Airport","Cancelled",7
"406","Etadunna Airport","Cancelled",7
"407","Falls International Airport","Cancelled",7
"408","Farewell Airport","Cancelled",7
"409","Fort Madison Municipal Airport","Cancelled",7
"410","Fort Scott Municipal Airport","Cancelled",7
"411","Fort Smith Regional Airport","Cancelled",7
"412","Francisco Sarabia International Airport","Cancelled",7
"413","Førde Airport","Cancelled",7
"414","Gangneung Airport (K-18)","Cancelled",7
"415","Gao Airport","Cancelled",7
"416","Garasa Airport","Cancelled",7
"417","Gaziantep International Airport","Cancelled",7
"418","Geladi Airport","Cancelled",7
"419","General Ulpiano Paez Airport","Cancelled",7
"420","George Best Belfast City Airport","Cancelled",7
"421","Geva Airport","Cancelled",7
"422","Gilze Rijen Air Base","Cancelled",7
"423","Gitega Airport","Cancelled",7
"424","Gjoa Haven Airport","Cancelled",7
"425","Godman Army Air Field","Cancelled",7
"426","Gooding Municipal Airport","Cancelled",7
"427","Goundam Airport","Cancelled",7
"428","Grand Canyon National Park Airport","Cancelled",7
"429","Grand-Santi Airport","Cancelled",7
"430","Grant County Airport","Cancelled",7
"431","Granville Airport","Cancelled",7
"432","Groennedal Heliport","Cancelled",7
"433","Grozny North Airport","Cancelled",7
"434","Guapiles Airport","Cancelled",7
"435","Guari Airport","Cancelled",7
"436","Gulu Airport","Cancelled",7
"437","Gütersloh Air Base","Cancelled",7
"438","Hachijojima Airport","Cancelled",7
"439","Harrell Field","Cancelled",7
"440","Harstad/Narvik Airport, Evenes","Cancelled",7
"441","Hazleton Municipal Airport","Cancelled",7
"442","Henry Tift Myers Airport","Cancelled",7
"443","Hingurakgoda Air Force Base","Cancelled",7
"444","Hluhluwe Airport","Cancelled",7
"445","Hokitika Airfield","Cancelled",7
"446","Hsinchu Air Base","Cancelled",7
"447","Hudsons Hope Airport","Cancelled",7
"448","Ibo Airport","Cancelled",7
"449","Iguatu Airport","Cancelled",7
"450","Iliamna Airport","Cancelled",7
"451","Iligan Airport","Cancelled",7
"452","Imonda Airport","Cancelled",7
"453","Imperial Municipal Airport","Cancelled",7
"454","Inishmore Aerodrome","Cancelled",7
"455","Inukjuak Airport","Cancelled",7
"456","Isla de Tigre  Heliport","Cancelled",7
"457","Itaperuna Airport","Cancelled",7
"458","Iturup Airport","Cancelled",7
"459","Ivano-Frankivsk International Airport","Cancelled",7
"460","Jack Northrop Field Hawthorne Municipal Airport","Cancelled",7
"461","Jardines Del Rey Airport","Cancelled",7
"462","John C. Munro Hamilton International Airport","Cancelled",7
"463","John F Kennedy International Airport","Cancelled",7
"464","Jomo Kenyatta International Airport","Cancelled",7
"465","Juan De Ayolas Airport","Cancelled",7
"466","Jurado Airport","Cancelled",7
"467","Kahramanmaraş Airport","Cancelled",7
"468","Kaili Airport","Cancelled",7
"469","Kalemie Airport","Cancelled",7
"470","Kalokol Airport","Cancelled",7
"471","Kamberatoro Airport","Cancelled",7
"472","Kandep Airport","Cancelled",7
"473","Karubaga Airport","Cancelled",7
"474","Keesler Air Force Base","Cancelled",7
"475","Keflavik International Airport","Cancelled",7
"476","Kelafo East Airport","Cancelled",7
"477","Kerry Airport","Cancelled",7
"478","Kimberley Airport","Cancelled",7
"479","King Hussein Air College","Cancelled",7
"480","Korla Airport","Cancelled",7
"481","Kulik Lake Airport","Cancelled",7
"482","Kurgan Airport","Cancelled",7
"483","Kuyol Airport","Cancelled",7
"484","Kyaukpyu Airport","Cancelled",7
"485","La Fria Airport","Cancelled",7
"486","La Laguna Airport","Cancelled",7
"487","La Primavera Airport","Cancelled",7
"488","La Tuque Airport","Cancelled",7
"489","Lab Lab Airport","Cancelled",7
"490","Lady Franklin Point Airport","Cancelled",7
"491","Ladysmith Airport","Cancelled",7
"492","Lae Island Airport","Cancelled",7
"493","Lake Charles Regional Airport","Cancelled",7
"494","Langtang Airport","Cancelled",7
"495","Las Américas International Airport","Cancelled",7
"496","Laval-Entrammes Airport","Cancelled",7
"497","Lawrence Municipal Airport","Cancelled",7
"498","Lebel-sur-Quevillon Airport","Cancelled",7
"499","Liboi Airport","Cancelled",7
"500","Lichinga Airport","Cancelled",7
"501","Lime Village Airport","Cancelled",7
"502","Liverpool John Lennon Airport","Cancelled",7
"503","Lloydminster Airport","Cancelled",7
"504","Lodja Airport","Cancelled",7
"505","Longdongbao Airport","Cancelled",7
"506","Los Cerrillos Airport","Cancelled",7
"507","Louisville International Standiford Field","Cancelled",7
"508","Luis Munoz Marin International Airport","Cancelled",7
"509","Luzhou Airport","Cancelled",7
"510","Mahlon Sweet Field","Cancelled",7
"511","Maiduguri International Airport","Cancelled",7
"512","Makung Airport","Cancelled",7
"513","Malam Airport","Cancelled",7
"514","Manti-Ephraim Airport","Cancelled",7
"515","Mardin Airport","Cancelled",7
"516","Marlboro Airport","Cancelled",7
"517","Martha's Vineyard Airport","Cancelled",7
"518","Masset Airport","Cancelled",7
"519","Matsu Nangan Airport","Cancelled",7
"520","Matthews Ridge Airport","Cancelled",7
"521","May Creek Airport","Cancelled",7
"522","Mc Connell Air Force Base","Cancelled",7
"523","Mc Cook Ben Nelson Regional Airport","Cancelled",7
"524","Mesquite Airport","Cancelled",7
"525","Middle Caicos Airport","Cancelled",7
"526","Middlemount Airport","Cancelled",7
"527","Midland International Airport","Cancelled",7
"528","Minot International Airport","Cancelled",7
"529","Minvoul Airport","Cancelled",7
"530","Mombasa Moi International Airport","Cancelled",7
"531","Monfort Airport","Cancelled",7
"532","Moore County Airport","Cancelled",7
"533","Mornington Island Airport","Cancelled",7
"534","Mould Bay Airport","Cancelled",7
"535","Muir Army Air Field (Fort Indiantown Gap) Airport","Cancelled",7
"536","Mulatupo Airport","Cancelled",7
"537","Muskegon County Airport","Cancelled",7
"538","Muzaffarpur Airport","Cancelled",7
"539","Nantes Atlantique Airport","Cancelled",7
"540","Nefteyugansk Airport","Cancelled",7
"541","Nellis Air Force Base","Cancelled",7
"542","New Amsterdam Airport","Cancelled",7
"543","New Moon Airport","Cancelled",7
"544","Newport News Williamsburg International Airport","Cancelled",7
"545","Nis Airport","Cancelled",7
"546","Nissan Island Airport","Cancelled",7
"547","Njombe Airport","Cancelled",7
"548","Norfolk Naval Station (Chambers Field)","Cancelled",7
"549","North Eleuthera Airport","Cancelled",7
"550","North Island Naval Air Station-Halsey Field","Cancelled",7
"551","Northeast Florida Regional Airport","Cancelled",7
"552","Nueva Loja Airport","Cancelled",7
"553","Nukutavake Airport","Cancelled",7
"554","Nunapitchuk Airport","Cancelled",7
"555","Nyurba Airport","Cancelled",7
"556","Ocean Reef Club Airport","Cancelled",7
"557","Oconee County Regional Airport","Cancelled",7
"558","Okayama Airport","Cancelled",7
"559","Okmulgee Regional Airport","Cancelled",7
"560","Oktyabrskiy Airport","Cancelled",7
"561","Orange-Caritat (BA 115) Air Base","Cancelled",7
"562","Orlando International Airport","Cancelled",7
"563","Ouagadougou Airport","Cancelled",7
"564","Oum Hadjer Airport","Cancelled",7
"565","Ouzinkie Airport","Cancelled",7
"566","Paradise Island Airport","Cancelled",7
"567","Paso Robles Municipal Airport","Cancelled",7
"568","Patos de Minas Airport","Cancelled",7
"569","Patuxent River Naval Air Station (Trapnell Field)","Cancelled",7
"570","Paulo Afonso Airport","Cancelled",7
"571","Pemba Airport","Cancelled",7
"572","Penang International Airport","Cancelled",7
"573","Perry Lefors Field","Cancelled",7
"574","Perry Municipal Airport","Cancelled",7
"575","Petrozavodsk Airport","Cancelled",7
"576","Pierre Van Ryneveld Airport","Cancelled",7
"577","Pikwitonei Airport","Cancelled",7
"578","Pine Bluff Regional Airport, Grider Field","Cancelled",7
"579","Pobedilovo Airport","Cancelled",7
"580","Point Salines International Airport","Cancelled",7
"581","Port Menier Airport","Cancelled",7
"582","Portage Creek Airport","Cancelled",7
"583","Portsmouth International at Pease Airport","Cancelled",7
"584","Potchefstroom Airport","Cancelled",7
"585","Praia International Airport","Cancelled",7
"586","Prefeito Octávio de Almeida Neves Airport","Cancelled",7
"587","Presidente Peron Airport","Cancelled",7
"588","Prince George Airport","Cancelled",7
"589","Puerto Rico Airport","Cancelled",7
"590","Pukatawagan Airport","Cancelled",7
"591","Punta Colorada Airport","Cancelled",7
"592","Qingyang Airport","Cancelled",7
"593","Qinhuangdao Beidaihe Airport","Cancelled",7
"594","RAF Wildenrath","Cancelled",7
"595","RNZAF Base Ohakea","Cancelled",7
"596","Red Dog Airport","Cancelled",7
"597","Reno Tahoe International Airport","Cancelled",7
"598","Roebourne Airport","Cancelled",7
"599","Roper Valley Airport","Cancelled",7
"600","Rota International Airport","Cancelled",7
"601","Ryan's Creek Aerodrome","Cancelled",7
"602","Sabha Airport","Cancelled",7
"603","Sabu-Tardanu Airport","Cancelled",7
"604","Safi Airport","Cancelled",7
"605","Saint-Brieuc-Armor Airport","Cancelled",7
"606","Salekhard Airport","Cancelled",7
"607","San Luis County Regional Airport","Cancelled",7
"608","Sana'a International Airport","Cancelled",7
"609","Sardar-e-Jangal Airport","Cancelled",7
"610","Sault Ste Marie Airport","Cancelled",7
"611","Sayaboury Airport","Cancelled",7
"612","Schönhagen Airport","Cancelled",7
"613","Senadora Eunice Micheles Airport","Cancelled",7
"614","Seymour Airport","Cancelled",7
"615","Shaikh Zaid Airport","Cancelled",7
"616","Sharjah International Airport","Cancelled",7
"617","Sheboygan County Memorial Airport","Cancelled",7
"618","Shepparton Airport","Cancelled",7
"619","Sibisa Airport","Cancelled",7
"620","Sibiu International Airport","Cancelled",7
"621","Sierra Grande Airport","Cancelled",7
"622","Silver Creek Airport","Cancelled",7
"623","Simara Airport","Cancelled",7
"624","Sir Grantley Adams International Airport","Cancelled",7
"625","Siuna","Cancelled",7
"626","Skopje Alexander the Great Airport","Cancelled",7
"627","Sloulin Field International Airport","Cancelled",7
"628","Sohar Airport","Cancelled",7
"629","Songyuan Chaganhu Airport","Cancelled",7
"630","Southdowns Airport","Cancelled",7
"631","Southport Airport","Cancelled",7
"632","Springfield Branson National Airport","Cancelled",7
"633","Springvale Airport","Cancelled",7
"634","St. Peter-Ording Airport","Cancelled",7
"635","Stord Airport","Cancelled",7
"636","Storuman Airport","Cancelled",7
"637","Sugar Land Regional Airport","Cancelled",7
"638","Sultan Bantilan Airport","Cancelled",7
"639","Suntar Airport","Cancelled",7
